term,beta,se,lo,hi,t,p,pct,pct_lo,pct_hi,tau2_resid,tau2_null,R2,k
intercept,-0.1250808760326076,0.017327179488052322,-0.16605314486175715,-0.08410860720345803,-7.21876726208412,0.00017458800171743505,-11.75744673775755,-15.299878076945072,-8.066859533998105,0.0021074534317304687,0.005179380022399589,0.5931070084418921,9
slope_sd_minus_3,0.03978068735420636,0.013296946785170191,0.008338404513854224,0.0712229701945585,2.991715917715256,0.020177272955941294,4.05825362563772,0.8373265837344324,7.382062917207244,0.0021074534317304687,0.005179380022399589,0.5931070084418921,9
