beta,se,irr,pct,lo,hi,z,outcome,loot_kg,n_events,col
-0.6052202977424338,0.2209220858604111,0.5459541409261419,-45.40458590738581,-64.59182945162631,-15.820015725694747,-2.73951920825535,1 pocketable (~0.3 kg),0.3,1997,n_MASS_1
-0.010462100699033756,0.054405357692287507,0.9895924367187973,-1.0407563281202736,-11.050073819545014,10.094885163179313,-0.19229908859724051,2 light (~1-3 kg),2.0,112624,n_MASS_2
-0.1564231263629628,0.041939098841033084,0.8551972572996094,-14.480274270039061,-21.228880498510282,-7.153490578619637,-3.729768418627033,3 medium (~5-10 kg),7.0,54979,n_MASS_3
-0.056029361535450586,0.030753496221347633,0.9455113738171085,-5.4488626182891515,-10.979741105330998,0.42565244337349206,-1.8218859128139595,4 heavy (~10-20 kg),14.0,39653,n_MASS_4
-0.1979837944828719,0.055150502769671574,0.8203831477632603,-17.961685223673975,-26.36713907315088,-8.596718820612114,-3.5898819510263356,5 very heavy / tools (20 kg+),25.0,7929,n_MASS_5
-0.06600674173111307,0.03436855585159754,0.9361245531703191,-6.387544682968094,-12.485799223145666,0.1356547016652998,-1.920556162328389,motor vehicle theft (self-propelled),,41395,n_MVT
-0.10166565052849888,0.040187129871525284,0.9033315296024953,-9.66684703975047,-16.509090229101574,-2.2638686519126483,-2.529806205457195,vandalism / arson (nothing carried),0.0,45710,n_NO_LOOT
