city,slug,pct_housing,se_housing,beta_housing,n_housing,pct_doors,se_doors,beta_doors,n_doors_model,pct_struct,beta_struct,se_struct,shift_pp,toward_zero,doors_total,cells_with_doors
Baltimore,baltimore,-7.7365708443766446,0.01185842385772541,-0.08052234015955671,10180,-6.744482681764541,0.03606033896776834,-0.06982696226287483,1296,-5.071817572072113,-0.0520495547231882,0.014021297759387978,0.9920881626121032,True,4670,1413
Kansas City,data_kcmo_org,-13.925413841492196,0.016932441180132735,-0.14995598469248508,41480,-15.412266120797003,0.031206942256284457,-0.16738091949545264,17242,-15.023704592872688,-0.16279784595456184,0.020712459025538203,-1.4868522793048076,False,98909,17340
San Francisco,data_sfgov_org,-7.01931423566916,0.010629640404390859,-0.07277839435673501,7276,-7.590610674153675,0.03859721063046804,-0.07894159642242915,633,-8.801413536995407,-0.0921307883370813,0.01267806653861214,-0.5712964384845147,False,2549,848
Pittsburgh,pittsburgh,-9.317352088470566,0.01019457763257654,-0.09780416016272578,21674,-9.143889271695294,0.016251423349581344,-0.09589313167640273,14193,-9.368864644191033,-0.09837237462693436,0.011841734085961538,0.1734628167752721,True,86752,14201
