city,unit,model,outcome,target,spec,beta,se,z,pct,lo,hi,n,se_ratio_vs_naive,note,se_ratio_vs_cluster,beta_shift_vs_cluster,pct_shift_vs_cluster,lambda_spatial
sfgov,cell,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,b. Conley HAC 4000 m,-0.08253068918750885,0.017380445294955478,-4.748479557739677,-7.921682066445435,-11.00556639408179,-4.730933273685867,7269,5.657517711829398,Bartlett kernel in distance; point estimate unchanged,1.3073121434252546,,,
sfgov,cell,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,c. eigenvector spatial filter (50 EVs),-0.0874400260210853,0.013803457500729083,-6.334646664900212,-8.372617741003596,-10.81834265757211,-5.859821068361337,7269,4.493170570119113,Moran eigenvectors as covariates; SEs still clustered,1.0382603728337771,-0.004909336833576458,-0.45093567455816164,
sfgov,cell,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,d. Gaussian SEM on log rate,-0.042682967543368006,0.0040128246197472005,-10.636639172647655,-4.178487278701793,-4.929180510268161,-3.421866462510137,7269,,"LINEAR APPROXIMATION, not comparable to Poisson beta",,,,-0.562846846548008
sfgov,segment,pooled per-degree slope,n_total,slope_deg,0. naive (independence),-0.06290002746273166,0.0011145335340017554,-56.43619105554215,-6.096265305715498,-6.301172783618803,-5.8909097210882555,11649,1.0,"reference denominator only; assumes independence, not to be quoted",,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,a. cluster-robust (primary),-0.06290002746273166,0.015309406173050972,-4.1085870184471345,-6.096265305715498,-8.872126592326246,-3.235848047431489,11649,13.736155715371108,SEs clustered on block group,,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,b. Conley HAC 500 m,-0.06290002746273166,0.014144710269453657,-4.446894016526306,-6.096265305715498,-8.663861897744185,-3.456489701125365,11649,12.691148213967853,Bartlett kernel in distance; point estimate unchanged,0.923922855633191,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,b. Conley HAC 1000 m,-0.06290002746273166,0.0140824927146163,-4.4665407422826044,-6.096265305715498,-8.652723104675308,-3.4682621175553985,11649,12.635324362159677,Bartlett kernel in distance; point estimate unchanged,0.9198588472625151,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,b. Conley HAC 2000 m,-0.06290002746273166,0.013041514600595359,-4.8230615376422765,-6.096265305715498,-8.466155429381717,-3.665016684276179,11649,11.701320958705956,Bartlett kernel in distance; point estimate unchanged,0.8518628647760509,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,b. Conley HAC 4000 m,-0.06290002746273166,0.013753277188309338,-4.573457409569146,-6.096265305715498,-8.593761117737575,-3.530530329634818,11649,12.33994022497279,Bartlett kernel in distance; point estimate unchanged,0.8983547129684968,,,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,c. eigenvector spatial filter (50 EVs),-0.07470362046832241,0.013455323749700257,-5.551974954893715,-7.198150874054887,-9.613571314270985,-4.718182514556569,11649,12.072605569245317,Moran eigenvectors as covariates; SEs still clustered,0.8788925969829945,-0.011803593005590751,-1.101885568339389,
sfgov,segment,pooled per-degree slope,n_total,slope_deg,d. Gaussian SEM on log rate,-0.03417521912935169,0.008530845506164208,-4.006076432243135,-3.359784234314356,-4.962218772967441,-1.7303310045942544,11649,,"LINEAR APPROXIMATION, not comparable to Poisson beta",,,,-0.25628613747226303
sfgov,segment,theft (all loot classes),n_theft,slope_deg,0. naive (independence),-0.06527496825401402,0.001358576776883197,-48.04658033664151,-6.3190165005458265,-6.56813937473485,-6.069229375361173,11649,1.0,"reference denominator only; assumes independence, not to be quoted",,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,a. cluster-robust (primary),-0.06527496825401402,0.016388367571926774,-3.9830061150098834,-6.3190165005458265,-9.280346793442018,-3.261020526138947,11649,12.062893942235961,SEs clustered on block group,,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,b. Conley HAC 500 m,-0.06527496825401402,0.015656036734969916,-4.169316242610327,-6.3190165005458265,-9.150037167512693,-3.3997769970828817,11649,11.52385128420014,Bartlett kernel in distance; point estimate unchanged,0.9553139851334956,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,b. Conley HAC 1000 m,-0.06527496825401402,0.014935989499106522,-4.370314284026431,-6.3190165005458265,-9.021730771229164,-3.536012018904666,11649,10.993850147631838,Bartlett kernel in distance; point estimate unchanged,0.9113775019723032,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,b. Conley HAC 2000 m,-0.06527496825401402,0.013288564312233133,-4.912115915631567,-6.3190165005458265,-8.727491395582454,-3.8469874049211206,11649,9.781239116069191,Bartlett kernel in distance; point estimate unchanged,0.810853445525374,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,b. Conley HAC 4000 m,-0.06527496825401402,0.013551315289150956,-4.816873259990674,-6.3190165005458265,-8.774483898135465,-3.7974566279748156,11649,9.97464075621839,Bartlett kernel in distance; point estimate unchanged,0.8268862185129604,,,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,c. eigenvector spatial filter (50 EVs),-0.07861992448605473,0.014760297245356234,-5.326445882435701,-7.5608803855066515,-10.196847642020767,-4.847540306380282,11649,10.864529334307356,Moran eigenvectors as covariates; SEs still clustered,0.9006569556470395,-0.013344956232040711,-1.241863884960825,
sfgov,segment,theft (all loot classes),n_theft,slope_deg,d. Gaussian SEM on log rate,-0.031105165347957514,0.007707670551555041,-4.03561168577476,-3.0626376799061883,-4.516067585872696,-1.5870840674882536,11649,,"LINEAR APPROXIMATION, not comparable to Poisson beta",,,,-0.2575019875559401
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,0. naive (independence),-0.0708343065287334,0.003026100852319682,-23.40778116315416,-6.8383757931113065,-7.3892966608088635,-6.284177617375686,11649,1.0,"reference denominator only; assumes independence, not to be quoted",,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,a. cluster-robust (primary),-0.0708343065287334,0.018484186672179593,-3.832157064034934,-6.8383757931113065,-10.153121303127433,-3.4013384688937998,11649,6.108252029343434,SEs clustered on block group,,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,b. Conley HAC 500 m,-0.0708343065287334,0.015751236960771433,-4.497063100831176,-6.8383757931113065,-9.670557889500763,-3.9173936860088743,11649,5.205126243131386,Bartlett kernel in distance; point estimate unchanged,0.8521466072661178,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,b. Conley HAC 1000 m,-0.0708343065287334,0.016685466300435194,-4.245269820651394,-6.8383757931113065,-9.835807843108746,-3.741296658396265,11649,5.513850038290962,Bartlett kernel in distance; point estimate unchanged,0.9026886925757118,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,b. Conley HAC 2000 m,-0.0708343065287334,0.016186883752665755,-4.376031088569965,-6.8383757931113065,-9.747654363792845,-3.835316814373191,11649,5.349089320753328,Bartlett kernel in distance; point estimate unchanged,0.8757152283594122,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,b. Conley HAC 4000 m,-0.0708343065287334,0.018106354316815204,-3.9121241796837167,-6.8383757931113065,-10.086560427005464,-3.472848262916306,11649,5.983394209395113,Bartlett kernel in distance; point estimate unchanged,0.9795591571289928,,,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,c. eigenvector spatial filter (50 EVs),-0.07950314009719801,0.01619221932151493,-4.909959439072109,-7.642488015159287,-10.527591214969634,-4.664352554492368,11649,5.35085250351212,Moran eigenvectors as covariates; SEs still clustered,0.8760038842220585,-0.00866883356846461,-0.8041122220479808,
sfgov,segment,no-loot (vandalism/arson),n_NO_LOOT,slope_deg,d. Gaussian SEM on log rate,-0.02738332645254317,0.004921807616984543,-5.563672655153511,-2.701180208411036,-3.6352841360965504,-1.7580216164752693,11649,,"LINEAR APPROXIMATION, not comparable to Poisson beta",,,,-0.24079689381615624
