slope_source,dem_res_m,product,mean_deg,sd_deg,p10_deg,p50_deg,p90_deg,max_deg,vs_10m_intercept,vs_10m_slope,vs_10m_r2,corr_with_10m,beta_per_deg,se,pct_per_deg,lo,hi,z,n_cells,events,pct_per_sd,sd_lo,sd_hi,boot_diff_vs_10m_pct_pts,boot_diff_lo,boot_diff_hi,boot_reps
slope_1m,1,3DEP 1m coarsened,6.958054779616293,4.655380309824517,2.518541711684678,5.65991098132194,13.785323440784735,30.45050859024972,1.3347357530753434,0.9901907277933087,0.9917874427401675,0.9958852558102098,-0.11756330134125048,0.016306595893104722,-11.091577025912358,-13.888242650197125,-8.204083634842107,-7.20955508506606,2158,75798,-42.149140682406305,-50.14703200746179,-32.86815091360378,-1.4127918132820412,-2.143218001991331,-0.6242227766600236,300.0
slope_10m,10,3DEP 1m coarsened,5.679026139815317,4.682153125262514,1.3265066498219968,4.334948364943266,12.292599570870399,30.21017492771149,9.69601138342271e-16,1.0,1.0,1.0,-0.10189024625137888,0.01517427359575135,-9.687133201361764,-12.333629647973144,-6.960743593737773,-6.714670432718912,2158,75798,-37.939826725246704,-46.00724683609333,-28.66699915819354,,,,
slope_30m,30,3DEP 1m coarsened,5.189699577857059,4.532349861632817,0.9689696575204532,3.878240161471897,11.518251661459605,28.688601811726887,-0.2622311239912905,0.9600115526190638,0.9835519210061552,0.9917418620821424,-0.08699452324506766,0.016728105308369243,-8.3317883937295,-11.288584726569228,-5.276440543850535,-5.200500692779798,2158,75798,-32.58412187956063,-41.893471505075354,-21.78330489753979,1.381664284601679,0.44162801258137846,2.441678670121205,300.0
slope_prod10m,10,3DEP 10m as harvested,5.761806109102747,4.682863579001431,1.4018577816188336,4.378540652394294,12.398473804235458,30.211097240447998,0.09463139647345464,0.9979131233253297,0.9955284626849098,0.9977617264081188,-0.10090907977010913,0.014877192032275598,-9.598477757869084,-12.196460781466389,-6.923624076767865,-6.782804144168474,2158,75798,-37.658537660819434,-45.61557952489651,-28.537292617347276,0.08279634054513285,-0.64244159104229,0.8709077911886989,300.0
"slope_deg (published, whole city)",10,3DEP 10m as harvested,5.841369152069092,4.539875030517578,1.4332597255706787,4.462716579437256,12.29288101196289,34.52427673339844,,,,,-0.07277839435673521,0.01062968135754923,-7.019314235669172,-8.936449841603855,-5.061817706783989,-6.846714582375302,7269,170441,,,,,,,
