beta_a,pct_a,beta_b,pct_b,diff_beta,diff_pct_pts,diff_lo,diff_hi,contains_zero,n_boot_ok,city
-0.057712119562750824,-5.607835509740699,-0.07367562295002707,-7.102701751135177,0.015963503387276243,1.4948662413944778,0.004960997224578902,0.026636910964469903,False,600,cos-data_seattle_gov
-0.0659432734347244,-6.3816030713583665,-0.0461498298352381,-4.510112086980255,-0.01979344359948631,-1.8714909843781111,-0.039675019783226885,-0.0015802082591404871,False,600,data_cincinnati-oh_gov
-0.08000168022539414,-7.688520465558812,-0.08253068918750878,-7.921682066445435,0.002529008962114637,0.2331616008866222,-0.01630724358116814,0.01945123549101337,True,600,data_sfgov_org
-0.1029996865985725,-9.787274379055798,-0.10466076610261497,-9.937000500665805,0.0016610795040424703,0.14972612161000676,-0.017329294577071032,0.020619541662861184,True,600,pittsburgh
