beta_a,pct_a,beta_b,pct_b,diff_beta,diff_pct_pts,diff_lo,diff_hi,contains_zero,n_boot_ok,city,control
-0.10297436972526358,-9.784990445999497,-0.10551487968129977,-10.01389168989646,0.002540509956036191,0.22890124389696176,-0.017304081265524195,0.022782596265650993,True,300,Pittsburgh,"no-loot, hour x day matched"
-0.08000168022539414,-7.688520465558812,-0.08079496394797506,-7.76172062159598,0.0007932837225809175,0.07320015603716801,-0.017741888101144687,0.018582057294037294,True,300,San Francisco,"no-loot, hour x day matched"
-0.057712119562750824,-5.607835509740699,-0.07398622265106175,-7.1315511436599195,0.016274103088310926,1.5237156339192204,0.005129735748904042,0.02731449533499723,False,300,Seattle,"no-loot, hour x day matched"
-0.0659432734347244,-6.3816030713583665,-0.0471869382782061,-4.609094119530043,-0.018756335156518304,-1.772508951828323,-0.037968903106320256,-0.004173494155539264,False,300,Cincinnati,"no-loot, hour x day matched"
