beta,se,irr,pct,lo,hi,z,target,n_seg,pct_per_sd
0.021373703289511065,0.0030563494233676117,1.0216037569953786,2.1603756995378642,1.5502189807681033,2.7741984982549983,6.993213251762502,on-street parking spaces,10160,6.1294877925687885
0.017814381522356447,0.004206221065852818,1.0179740040670433,1.7974004067043303,0.9616128921419387,2.6401067961686397,4.235246137436324,base addresses (front doors),9640,5.2761451027445005
0.009678637819973806,0.004824951343671812,1.0097256273107356,0.9725627310735563,0.02217577709970886,1.9319800361197403,2.005955527959441,addresses incl. units,9640,2.8328756196298155
0.016914652178400068,0.00721714035464376,1.0170585148921951,1.705851489219512,0.27728944630205365,3.15476499478351,2.343677876171078,parcel residential units,8514,5.055740060015235
0.036895051802001255,0.004820692812923194,1.0375841225399842,3.758412253998422,2.782661863045943,4.743425771709697,7.653474974197467,buildings within 15 m,8164,11.521515055894827
