n_cities,rho_col,rho_min,rho_max,intercept_beta,intercept_se,intercept_pct,intercept_boot_lo,intercept_boot_hi,slope,slope_se,slope_boot_lo,slope_boot_hi,naive_mean_pct
11,rho_abs_income,-0.26809672771245274,0.6161882831100864,0.08353713582723155,0.028421447264954162,8.712558585121077,-0.27596059642125415,13.593017809169062,-0.38377948047501964,0.15119054796141201,-0.762491316924144,0.09416969694411025,9.002665937079302
