city,tpi_sd,beta,se,irr,pct,lo,hi,z
brla,0.78468686,0.20653401824222611,0.06615672103379609,1.2294095558577753,22.940955585777534,7.989827298146657,39.962058820734136,3.1218901876457634
buffalony,1.3003666,0.06036213529837047,0.04740096768209521,1.0622211446740395,6.22211446740395,-3.2019911219296704,16.563736513824836,1.2734367724980242
chicago,0.9954999,-0.0264367469140007,0.03312404514851028,0.9739096446778032,-2.6090355322196834,-8.731080260377954,3.923657549841475,-0.798113479059476
