city,slug,draws,pct_point,se_sampling,se_label,se_total,pct_lo_total,pct_hi_total,label_share_of_var,beta,diff_sd_label
Baltimore,baltimore,200,-7.7365708443766446,0.01185842385772541,0.0002966765229519459,0.011862134434777833,-9.856931124801804,-5.566335096265451,0.0006255192474360527,-0.08052234015955671,0.0011050034178341167
Charlotte,charlotte,200,-18.639496912815602,0.019126159163806004,0.0003133102315543792,0.019128725196950188,-21.633414291696518,-15.53119990146058,0.00026827308216491525,-0.20628025079610302,0.0006588835005383265
Seattle,cos-data_seattle_gov,200,-5.725301939204597,0.006744685736940298,0.00010238011946514109,0.006745462725339722,-6.963514497498268,-4.470610143424302,0.00023036037160024692,-0.05895734559825144,0.00020709207404220106
Cincinnati,data_cincinnati-oh_gov,200,-5.827460887149261,0.008469877334325924,0.00022077135674807732,0.008472754100674018,-7.378432565104987,-4.250517794409269,0.0006789475860192584,-0.060041563753788524,0.0005044444106244849
Chicago,data_cityofchicago_org,200,-19.761113433781617,0.022558106128661742,0.0006641554101434133,0.02256788103745651,-23.23297235473215,-16.132236522989373,0.0008660797048304184,-0.22016191872407803,0.001423966862185044
Kansas City,data_kcmo_org,200,-13.925413841492196,0.016932441180132735,0.00031236713016810625,0.01693532218597167,-16.73560974729018,-11.020373056568866,0.0003402073785897365,-0.14995598469248508,0.0008507924176039486
"Montgomery Co., MD",data_montgomerycountymd_gov,200,-21.552657532833052,0.016503467389698743,0.0003616181124756801,0.01650742873805973,-24.050166046365405,-18.973021798601643,0.0004798897652899808,-0.242742582881028,0.0006603772731762048
San Francisco,data_sfgov_org,200,-7.01931423566916,0.010629640404390859,0.00022017652030517027,0.010631920467476812,-8.936849487273314,-5.061401054897797,0.00042886299009546277,-0.07277839435673501,0.000407573514644559
Pittsburgh,pittsburgh,200,-9.317352088470566,0.01019457763257654,0.00027137500961459555,0.010198188932475864,-11.111962201613924,-7.48650959200583,0.0007080983733730189,-0.09780416016272578,0.0007829970081710264
