n_classes,intercept_at_0kg_pct,slope_per_kg,slope_lo,slope_hi,p_slope_le_0,pred_at_25kg_pct
6,-7.899770551552754,-0.001837033905559989,-0.01035271720419609,0.01811023693697611,0.6909227306826706,-12.033893496692716
